4,1,1,1
6,1,2,2,1,2,1
8,1,2,2,2,3,2,1,2,2,1
12,1,2,2,3,4,3,3,5,5,3,2,4,5,4,2,1,2,3,3,2,1
16,1,2,2,3,5,3,4,6,6,4,4,7,8,7,4,3,6,8,8,6,3,2,5,6,7,6,5,2,1,2,3,4,4,3,2,1
